1509000101,1.0,1510999903,1.0
1765430501,1.0,1766999901,1.0
1765891001,1.0,1766999901,1.0
1765000101,1.0,1766999901,1.0
1765400101,1.0,1766999901,1.0
1765820501,1.0,1766999901,1.0
1765883101,1.0,1766999901,1.0
1765406201,1.0,1766999901,1.0
2492830101,1.0,2493999901,1.0
1648830101,1.0,1649999901,1.0
1624150301,1.0,1625999901,1.0
1615440101,1.0,1616999903,1.0
2378854201,1.0,2379999903,1.0
2378000101,1.0,2379999903,1.0
1618830101,1.0,1619999903,1.0
1526000301,1.0,1527999902,1.0
1769999902,1.0,1770999902,1.0
1765832901,1.0,1766999901,1.0
1765210301,1.0,1766999901,1.0
1509000201,1.0,1510999903,1.0
1765232601,1.0,1766999901,1.0
1509232601,1.0,1510999903,1.0
3713891401,1.0,3714999904,1.0
1765170101,1.0,1766999901,1.0
2378288801B,1.0,2379999903,1.0
1618440101,1.0,1619999903,1.0
2378000V01,1.0,2379999903,1.0
237888300A,1.0,2379999903,1.0
1509360101,1.0,1510999903,1.0
1547050101,1.0,1548999903,1.0
1547820501,1.0,1548999903,1.0
